t,x,y,z,vx,vy,vz
1646400.0,-228.99571498005471,-1581.3887126665882,7181.041358657496,-5.691157884496525,-4.380455587895082,-1.057491434575028
1646700.0,-1900.86650635634,-2805.8395498138393,6548.948517761118,-5.3718205795918115,-3.722315810865387,-3.122879170486554
1647000.0,-3404.462513060465,-3781.8637821573293,5335.515068901558,-4.577260062203899,-2.735740422761073,-4.906897188667505
1647300.0,-4605.886690363426,-4422.278521803166,3647.6851853850403,-3.3703371906181263,-1.499754069678752,-6.263001348813665
1647600.0,-5394.612457266487,-4666.544942734691,1632.734203908092,-1.843865210943649,-0.1126232789558206,-7.070022781969321
1647900.0,-5692.338827014308,-4486.199646980529,-530.5420879724595,-0.119600414681341,1.310618872305592,-7.240685711827951
1648200.0,-5461.283033525534,-3889.256733350821,-2643.649120727173,1.6549259362441984,2.642889591035795,-6.732994407117005
1648500.0,-4710.9213807234255,-2922.660900051549,-4503.842475704277,3.3138925560875467,3.753509086580539,-5.5626266554687644
1648800.0,-3501.604639038984,-1671.5370770847821,-5923.054481946497,4.6867620048009675,4.521116928726409,-3.812945588267541
1649100.0,-1943.183906477595,-254.0222012138612,-6748.850841404074,5.617692399309917,4.8498368884692304,-1.637807370361401
1649400.0,-187.20594957843707,1188.934328628858,-6884.661449829509,5.988462683941702,4.68613878247132,0.7466987405497202
1649700.0,1587.76165863656,2508.4487075829034,-6305.549791472198,5.740473781394278,4.032433059873223,3.0837715396194367
1650000.0,3196.5904890975676,3565.6372870500677,-5065.612454533558,4.890262295791182,2.953078638218125,5.109847006447986
1650300.0,4470.9070936404305,4249.657293656639,-3293.948913781381,3.532141185870084,1.568651961697899,6.5952840437965286
1650600.0,5280.841933067945,4492.172536272474,-1178.680589817948,1.8249611919801632,0.0380709138649007,7.38154772796978
1650900.0,5550.596363945444,4275.037909915443,1058.248427430339,-0.03495239401755351,-1.467643410564367,7.4037446710550805
1651200.0,5264.7919222545725,3629.8426345960243,3189.911403271209,-1.8464802117088648,-2.791975544237544,6.6920235824900285
1651500.0,4465.454731159562,2630.391341899066,5010.690796795302,-3.4319441214680064,-3.812376057829064,5.3542730516566905
1651800.0,3242.099158287232,1380.94742033639,6355.6773788902865,-4.654245818926992,-4.448900733642874,3.549346267164824
1652100.0,1718.458410579815,3.338540450877293,7111.945498020937,-5.422518284490735,-4.663776351650825,1.461035889298929
1652400.0,38.791506679078026,-1374.947588885826,7222.895791124433,-5.690054850542087,-4.455942400379085,-0.7215564896208718
1652700.0,-1644.6184715601999,-2630.784077818558,6687.854906690332,-5.44916495044318,-3.854504288236196,-2.8161793837240316
1653000.0,-3182.417878479892,-3653.6266674193403,5558.902660101266,-4.72641728429296,-2.913552652212844,-4.654272636819363
1653300.0,-4437.976268103836,-4352.484926532373,3936.022142243844,-3.579745569099013,-1.7089485921898948,-6.085857118061588
1653600.0,-5296.578163248245,-4662.122349197439,1960.7179985916862,-2.097183794749323,-0.3361962347285347,-6.985208808274325
1653900.0,-5674.3321933505495,-4548.627524385332,-192.3977288457471,-0.3959800904489892,1.0918580138795049,-7.258946996617791
1654200.0,-5526.617160396128,-4014.051948700785,-2326.903706079459,1.380025131922653,2.449273620640969,-6.857093663201329
1654500.0,-4855.181082291612,-3099.265807587593,-4239.468620172377,3.0671269918281263,3.604887426512824,-5.785630530281543
1654800.0,-3712.356953777182,-1883.7809010396231,-5738.332942082231,4.494429638574041,4.434642515823082,-4.117073427798001
1655100.0,-2200.572153159635,-481.3202194205171,-6664.107656308454,5.5023805378412565,4.837342891689884,-1.994671278145372
1655400.0,-465.6083392049597,969.6083468196307,-6910.367650605467,5.965439682346657,4.75171522632935,0.3738606382034267
